CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
no_checking,6,prior_payments_delayed,furniture,661,unknown,4_to_7,1,male,none,3,car_other,59,none,own,1,skilled,1,yes,yes,0,2023,4
no_checking,42,prior_payments_delayed,repairs,5304,unknown,4_to_7,3,male,none,5,car_other,45,none,rent,2,skilled,1,yes,yes,0,2021,2
0_to_200,20,credits_paid_to_date,repairs,1221,less_100,4_to_7,1,male,none,2,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,0,2023,8
no_checking,6,credits_paid_to_date,car_used,6370,less_100,4_to_7,1,male,none,4,savings_insurance,51,none,own,3,skilled,1,yes,yes,1,2022,10
less_0,39,credits_paid_to_date,business,4091,less_100,less_1,2,male,none,4,savings_insurance,19,none,own,1,skilled,1,none,yes,0,2023,6
less_0,19,credits_paid_to_date,furniture,615,less_100,4_to_7,2,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,0,2022,4
0_to_200,36,credits_paid_to_date,other,1818,100_to_500,less_1,3,female,none,3,savings_insurance,28,none,own,2,skilled,1,none,yes,0,2023,3
no_checking,26,prior_payments_delayed,appliances,7756,unknown,greater_7,2,male,none,5,car_other,57,none,own,2,skilled,1,yes,yes,0,2023,9
no_checking,44,outstanding_credit,appliances,8377,unknown,greater_7,3,male,co-applicant,4,unknown,48,bank,own,3,unemployed,2,yes,yes,1,2024,2
no_checking,33,prior_payments_delayed,radio_tv,5810,500_to_1000,1_to_4,2,male,none,5,savings_insurance,54,none,own,3,management_self-employed,1,none,yes,1,2023,1
no_checking,26,prior_payments_delayed,car_used,7445,100_to_500,1_to_4,4,male,none,4,car_other,42,none,free,1,management_self-employed,2,none,yes,0,2021,5
0_to_200,16,prior_payments_delayed,furniture,1217,500_to_1000,4_to_7,2,male,none,3,savings_insurance,35,none,own,2,skilled,2,yes,yes,0,2023,3
no_checking,19,all_credits_paid_back,furniture,1065,less_100,4_to_7,3,male,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2022,6
less_0,6,all_credits_paid_back,car_new,2068,less_100,less_1,2,female,none,1,savings_insurance,34,none,own,1,skilled,1,none,yes,0,2024,2
no_checking,30,outstanding_credit,radio_tv,2458,unknown,4_to_7,3,male,none,2,savings_insurance,39,none,own,2,skilled,1,yes,yes,0,2023,6
less_0,6,all_credits_paid_back,car_used,716,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2023,12
less_0,18,prior_payments_delayed,furniture,250,less_100,1_to_4,1,male,none,5,real_estate,30,none,own,2,skilled,1,yes,no,0,2023,1
0_to_200,14,credits_paid_to_date,furniture,3781,less_100,less_1,3,female,co-applicant,3,savings_insurance,46,none,own,1,skilled,1,yes,yes,1,2021,5
no_checking,35,outstanding_credit,other,5562,unknown,greater_7,4,female,co-applicant,3,unknown,48,stores,rent,2,unskilled,2,yes,yes,1,2022,3
no_checking,39,prior_payments_delayed,furniture,8294,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,32,none,free,2,skilled,1,yes,yes,1,2023,9
less_0,7,prior_payments_delayed,appliances,250,500_to_1000,4_to_7,3,male,none,4,car_other,20,stores,own,1,skilled,1,none,yes,0,2021,3
0_to_200,13,prior_payments_delayed,radio_tv,2726,less_100,less_1,2,male,none,3,car_other,39,stores,own,3,unskilled,1,none,yes,0,2022,6
less_0,12,credits_paid_to_date,car_new,3854,less_100,1_to_4,1,male,none,2,real_estate,21,none,own,1,skilled,1,none,yes,0,2023,7
less_0,18,prior_payments_delayed,furniture,1044,500_to_1000,greater_7,3,male,none,2,car_other,36,stores,own,2,skilled,1,none,yes,0,2024,9
0_to_200,16,prior_payments_delayed,furniture,2870,500_to_1000,4_to_7,3,female,none,4,savings_insurance,39,stores,rent,2,skilled,1,none,yes,1,2022,2
no_checking,17,credits_paid_to_date,car_used,4378,less_100,4_to_7,1,male,none,3,savings_insurance,48,none,own,2,skilled,1,yes,yes,1,2024,5
0_to_200,21,credits_paid_to_date,car_used,5300,less_100,less_1,3,male,none,4,real_estate,32,none,rent,1,skilled,2,none,yes,0,2021,10
greater_200,26,credits_paid_to_date,radio_tv,5618,less_100,less_1,4,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,0,2023,4
no_checking,38,outstanding_credit,vacation,7905,500_to_1000,greater_7,4,male,co-applicant,5,unknown,57,none,free,2,skilled,2,yes,yes,1,2022,2
0_to_200,23,credits_paid_to_date,radio_tv,687,less_100,4_to_7,3,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2022,10
0_to_200,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,0,2022,4
less_0,14,credits_paid_to_date,furniture,2064,500_to_1000,1_to_4,3,male,none,2,real_estate,21,none,own,2,skilled,2,none,yes,0,2024,7
greater_200,17,credits_paid_to_date,car_used,3457,greater_1000,greater_7,3,male,none,5,car_other,41,none,own,2,skilled,1,none,yes,1,2023,5
greater_200,45,all_credits_paid_back,car_used,6386,less_100,4_to_7,2,male,none,2,savings_insurance,19,none,own,3,skilled,1,yes,yes,0,2024,12
0_to_200,28,credits_paid_to_date,radio_tv,2933,less_100,less_1,1,male,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,0,2023,8
less_0,16,credits_paid_to_date,vacation,905,less_100,4_to_7,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,0,2024,6
no_checking,14,outstanding_credit,appliances,1714,100_to_500,greater_7,4,male,none,1,car_other,50,none,own,1,management_self-employed,1,none,yes,0,2021,3
less_0,18,credits_paid_to_date,car_new,956,less_100,4_to_7,1,male,none,2,car_other,19,bank,rent,1,unemployed,2,yes,yes,0,2024,3
greater_200,36,no_credits,vacation,6939,greater_1000,1_to_4,4,female,co-applicant,5,real_estate,42,bank,own,2,skilled,2,yes,yes,1,2021,2
0_to_200,25,prior_payments_delayed,retraining,4324,greater_1000,greater_7,4,male,none,3,unknown,47,none,own,1,skilled,1,none,yes,0,2023,2
less_0,7,all_credits_paid_back,furniture,250,less_100,unemployed,1,female,none,1,savings_insurance,33,bank,rent,2,unemployed,2,yes,yes,0,2023,10
no_checking,36,outstanding_credit,other,8009,500_to_1000,4_to_7,4,male,none,3,car_other,44,none,free,3,management_self-employed,1,none,yes,1,2024,11
less_0,30,all_credits_paid_back,car_new,4292,500_to_1000,4_to_7,2,male,none,4,unknown,29,stores,own,1,unskilled,1,none,yes,0,2022,10
0_to_200,13,credits_paid_to_date,retraining,4611,less_100,4_to_7,3,female,none,1,unknown,51,none,own,1,skilled,2,none,yes,0,2023,7
no_checking,34,prior_payments_delayed,repairs,3462,100_to_500,4_to_7,2,male,none,5,car_other,30,none,own,2,skilled,1,none,yes,1,2022,9
0_to_200,45,credits_paid_to_date,furniture,5025,unknown,unemployed,3,female,co-applicant,4,savings_insurance,48,stores,rent,2,skilled,2,yes,no,1,2021,7
0_to_200,10,credits_paid_to_date,furniture,5071,less_100,less_1,1,female,co-applicant,3,savings_insurance,42,none,own,1,skilled,1,yes,yes,1,2023,6
less_0,44,outstanding_credit,appliances,3705,100_to_500,1_to_4,4,male,none,5,unknown,24,bank,own,1,unskilled,1,yes,yes,0,2022,8
greater_200,11,outstanding_credit,vacation,250,500_to_1000,less_1,3,male,none,4,savings_insurance,19,bank,rent,1,management_self-employed,1,none,yes,0,2022,10
no_checking,33,credits_paid_to_date,vacation,5355,unknown,greater_7,4,male,none,4,car_other,37,none,own,2,skilled,2,yes,yes,1,2022,10
0_to_200,13,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,4,male,none,1,savings_insurance,30,none,own,2,skilled,1,yes,yes,0,2021,9
0_to_200,21,credits_paid_to_date,retraining,3717,less_100,less_1,3,female,none,4,savings_insurance,27,none,own,1,skilled,1,none,yes,0,2023,2
no_checking,30,prior_payments_delayed,radio_tv,4547,100_to_500,less_1,4,male,none,4,savings_insurance,27,none,own,1,management_self-employed,2,yes,yes,0,2023,5
0_to_200,9,prior_payments_delayed,car_new,2647,less_100,4_to_7,4,male,none,1,savings_insurance,36,bank,rent,1,unskilled,1,yes,yes,0,2023,8
greater_200,6,all_credits_paid_back,car_new,3800,less_100,1_to_4,4,female,none,2,car_other,53,none,own,1,skilled,2,yes,yes,0,2024,8
no_checking,35,prior_payments_delayed,appliances,3652,500_to_1000,greater_7,4,male,none,5,car_other,42,bank,own,2,unemployed,2,yes,yes,1,2022,9
0_to_200,6,all_credits_paid_back,car_new,2104,100_to_500,less_1,4,female,none,2,real_estate,28,bank,rent,2,unskilled,1,none,yes,0,2024,11
0_to_200,6,prior_payments_delayed,car_new,4395,less_100,4_to_7,2,male,co-applicant,4,car_other,39,none,own,1,skilled,1,none,yes,1,2022,7
no_checking,34,prior_payments_delayed,appliances,5666,unknown,greater_7,4,male,co-applicant,3,savings_insurance,53,none,own,3,skilled,1,none,yes,1,2021,8
no_checking,36,prior_payments_delayed,other,7284,500_to_1000,1_to_4,4,male,none,3,savings_insurance,57,none,own,1,skilled,1,yes,yes,1,2023,6
greater_200,12,prior_payments_delayed,radio_tv,250,100_to_500,1_to_4,3,female,none,1,real_estate,21,stores,rent,1,unemployed,1,yes,yes,0,2023,5
0_to_200,18,prior_payments_delayed,radio_tv,3679,greater_1000,1_to_4,2,male,none,3,unknown,38,none,own,1,skilled,1,yes,yes,0,2022,10
greater_200,10,prior_payments_delayed,car_new,3403,100_to_500,1_to_4,3,male,co-applicant,3,savings_insurance,29,none,own,1,skilled,1,yes,yes,0,2023,4
0_to_200,16,credits_paid_to_date,car_new,1422,500_to_1000,1_to_4,2,male,co-applicant,5,car_other,39,none,free,2,skilled,1,yes,yes,1,2022,3
no_checking,26,prior_payments_delayed,furniture,6972,100_to_500,greater_7,4,male,none,3,car_other,38,stores,own,2,unskilled,1,none,yes,0,2022,6
0_to_200,27,credits_paid_to_date,repairs,3341,less_100,4_to_7,3,female,none,2,car_other,36,stores,own,2,unskilled,1,none,yes,0,2024,4
no_checking,38,prior_payments_delayed,car_used,8385,unknown,greater_7,4,male,co-applicant,5,unknown,51,none,free,4,skilled,2,yes,yes,1,2024,8
less_0,12,all_credits_paid_back,car_used,1498,100_to_500,unemployed,1,female,none,3,car_other,31,none,rent,3,skilled,1,none,yes,0,2023,1
less_0,14,credits_paid_to_date,vacation,2233,less_100,4_to_7,2,female,none,1,car_other,36,none,own,2,skilled,1,none,yes,0,2021,6
0_to_200,15,credits_paid_to_date,car_new,2675,100_to_500,unemployed,1,male,none,1,savings_insurance,34,stores,own,1,skilled,1,none,yes,0,2024,5
0_to_200,11,all_credits_paid_back,car_used,1051,less_100,unemployed,2,female,none,2,real_estate,20,none,rent,1,management_self-employed,1,none,yes,0,2024,10
0_to_200,21,credits_paid_to_date,retraining,3370,less_100,greater_7,4,male,none,2,savings_insurance,37,none,own,1,skilled,1,none,yes,0,2021,10
0_to_200,16,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,21,none,own,2,skilled,2,yes,yes,0,2024,8
no_checking,33,prior_payments_delayed,repairs,4060,100_to_500,1_to_4,4,female,none,1,car_other,22,none,own,1,skilled,1,none,yes,0,2024,8
no_checking,9,credits_paid_to_date,furniture,425,greater_1000,4_to_7,2,male,none,5,savings_insurance,36,none,own,2,skilled,1,yes,yes,0,2021,3
less_0,8,all_credits_paid_back,car_new,1911,less_100,4_to_7,2,male,none,1,real_estate,34,none,own,1,skilled,1,none,yes,0,2021,5
less_0,13,credits_paid_to_date,vacation,271,less_100,4_to_7,3,female,none,3,real_estate,28,stores,rent,2,skilled,1,none,yes,0,2021,9
less_0,17,prior_payments_delayed,appliances,998,less_100,4_to_7,3,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,1,2021,6
no_checking,30,credits_paid_to_date,car_used,1715,500_to_1000,4_to_7,3,male,none,3,real_estate,31,stores,own,2,skilled,1,none,yes,0,2023,6
0_to_200,21,credits_paid_to_date,repairs,1851,less_100,4_to_7,4,male,none,2,savings_insurance,26,bank,rent,2,unemployed,1,none,yes,0,2022,6
0_to_200,28,outstanding_credit,furniture,488,100_to_500,1_to_4,3,female,none,3,savings_insurance,41,stores,free,2,skilled,1,yes,yes,0,2021,2
0_to_200,6,no_credits,car_new,5259,less_100,unemployed,2,female,none,3,car_other,26,none,own,1,skilled,2,none,yes,0,2023,2
0_to_200,6,all_credits_paid_back,car_new,922,less_100,less_1,3,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2023,2
0_to_200,6,prior_payments_delayed,car_new,805,less_100,1_to_4,2,male,none,3,real_estate,30,none,own,1,skilled,1,none,yes,0,2024,2
greater_200,20,prior_payments_delayed,car_new,3414,100_to_500,1_to_4,4,male,co-applicant,4,savings_insurance,30,none,own,2,skilled,1,yes,yes,0,2023,1
no_checking,8,no_credits,furniture,2207,greater_1000,4_to_7,2,female,guarantor,1,car_other,28,bank,free,2,skilled,1,none,yes,0,2023,3
less_0,11,all_credits_paid_back,car_new,2531,less_100,less_1,1,female,none,1,car_other,19,stores,own,1,skilled,1,none,yes,0,2023,6
0_to_200,14,credits_paid_to_date,car_new,3644,500_to_1000,1_to_4,4,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,0,2022,8
greater_200,29,outstanding_credit,appliances,4176,100_to_500,4_to_7,3,male,none,3,car_other,47,bank,own,1,unemployed,1,yes,yes,0,2022,11
no_checking,29,prior_payments_delayed,vacation,4144,500_to_1000,1_to_4,2,male,none,2,real_estate,28,stores,rent,1,skilled,1,none,yes,1,2021,12
no_checking,38,prior_payments_delayed,furniture,5105,unknown,greater_7,3,male,guarantor,3,savings_insurance,43,none,free,3,skilled,2,yes,yes,0,2023,12
0_to_200,29,credits_paid_to_date,car_new,5123,less_100,1_to_4,3,male,co-applicant,5,car_other,57,bank,rent,1,unemployed,1,none,no,1,2022,8
no_checking,16,no_credits,car_new,250,less_100,1_to_4,4,female,none,3,real_estate,49,none,own,3,management_self-employed,2,none,yes,0,2024,9
no_checking,33,prior_payments_delayed,appliances,8551,100_to_500,4_to_7,4,male,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes,0,2021,11
0_to_200,24,credits_paid_to_date,furniture,4128,less_100,4_to_7,3,male,none,3,savings_insurance,42,none,own,1,skilled,1,yes,yes,0,2024,9
no_checking,38,prior_payments_delayed,appliances,6411,unknown,greater_7,4,male,co-applicant,4,savings_insurance,49,none,own,2,skilled,1,none,yes,1,2022,4
no_checking,27,prior_payments_delayed,appliances,6371,100_to_500,4_to_7,3,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,1,2024,6
0_to_200,23,credits_paid_to_date,radio_tv,4193,less_100,less_1,3,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,0,2023,6
0_to_200,15,prior_payments_delayed,car_new,2259,less_100,4_to_7,4,male,none,3,savings_insurance,32,bank,rent,1,unskilled,1,yes,yes,0,2021,10
greater_200,29,prior_payments_delayed,furniture,250,100_to_500,1_to_4,4,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,0,2024,7
less_0,17,all_credits_paid_back,car_new,1772,less_100,unemployed,2,male,none,1,real_estate,24,bank,rent,1,unskilled,1,none,yes,0,2022,8
0_to_200,29,credits_paid_to_date,appliances,7754,unknown,greater_7,4,male,guarantor,1,car_other,50,stores,free,1,skilled,1,yes,yes,1,2021,4
no_checking,30,prior_payments_delayed,car_used,9209,100_to_500,1_to_4,3,male,none,5,car_other,42,none,free,2,management_self-employed,1,none,yes,0,2022,1
less_0,10,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,2,real_estate,30,stores,rent,1,skilled,1,none,yes,0,2024,11
no_checking,15,credits_paid_to_date,appliances,667,greater_1000,1_to_4,3,male,guarantor,2,car_other,24,none,free,2,unemployed,1,yes,no,0,2023,7
no_checking,10,prior_payments_delayed,car_new,250,100_to_500,4_to_7,3,male,none,3,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,0,2021,7
less_0,20,prior_payments_delayed,car_used,1240,100_to_500,4_to_7,2,male,none,4,car_other,25,stores,rent,2,skilled,1,none,yes,0,2021,9
no_checking,33,outstanding_credit,car_used,4181,500_to_1000,1_to_4,2,male,none,4,car_other,42,none,own,2,skilled,2,yes,yes,1,2023,6
greater_200,16,all_credits_paid_back,other,3222,greater_1000,unemployed,3,male,co-applicant,1,car_other,31,none,free,1,unskilled,1,yes,yes,0,2024,6
less_0,20,prior_payments_delayed,furniture,7141,500_to_1000,4_to_7,3,female,none,4,unknown,46,bank,free,2,unskilled,1,yes,yes,0,2024,5
no_checking,32,credits_paid_to_date,car_used,1218,500_to_1000,4_to_7,3,male,none,4,real_estate,31,stores,own,2,skilled,1,none,yes,0,2023,1
no_checking,27,outstanding_credit,furniture,6801,unknown,4_to_7,3,male,co-applicant,5,car_other,58,none,free,3,management_self-employed,2,yes,yes,1,2021,3
0_to_200,14,credits_paid_to_date,furniture,1684,less_100,less_1,1,female,none,2,savings_insurance,35,stores,own,1,skilled,1,none,yes,0,2021,5
no_checking,27,outstanding_credit,education,6161,500_to_1000,1_to_4,3,male,none,3,car_other,49,none,own,1,management_self-employed,1,none,yes,0,2024,2
no_checking,6,credits_paid_to_date,car_used,4862,less_100,4_to_7,3,male,none,2,savings_insurance,44,none,own,4,skilled,1,yes,yes,1,2021,8
no_checking,52,outstanding_credit,other,7646,500_to_1000,greater_7,4,male,co-applicant,3,unknown,54,none,free,2,skilled,2,yes,yes,1,2022,10
less_0,7,all_credits_paid_back,car_used,1263,100_to_500,unemployed,1,female,none,5,car_other,28,none,rent,2,skilled,2,none,yes,0,2021,11
no_checking,24,credits_paid_to_date,car_used,710,500_to_1000,4_to_7,4,male,none,5,real_estate,31,stores,own,2,skilled,1,none,yes,0,2023,8
no_checking,16,credits_paid_to_date,retraining,2851,less_100,1_to_4,3,male,co-applicant,4,savings_insurance,39,none,own,1,skilled,1,yes,yes,1,2022,7
0_to_200,8,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,0,2023,1
less_0,6,prior_payments_delayed,car_used,1238,less_100,1_to_4,3,male,none,2,real_estate,21,none,rent,2,skilled,2,none,yes,0,2023,8
less_0,36,credits_paid_to_date,business,3638,less_100,less_1,4,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,0,2022,9
no_checking,35,outstanding_credit,repairs,3475,greater_1000,greater_7,4,male,none,5,car_other,54,none,own,1,skilled,1,yes,yes,1,2021,8
0_to_200,15,prior_payments_delayed,furniture,985,500_to_1000,4_to_7,2,male,none,3,savings_insurance,34,none,own,2,skilled,2,yes,yes,0,2024,11
greater_200,6,all_credits_paid_back,car_new,3037,less_100,1_to_4,1,female,none,3,car_other,58,none,own,1,skilled,2,yes,yes,0,2024,5
0_to_200,28,credits_paid_to_date,furniture,3710,less_100,less_1,2,female,co-applicant,2,car_other,48,none,own,1,skilled,1,none,yes,0,2021,2
0_to_200,6,no_credits,furniture,4229,less_100,1_to_4,1,male,none,1,real_estate,35,none,free,1,unemployed,1,none,no,0,2021,4
0_to_200,13,credits_paid_to_date,furniture,6223,less_100,less_1,2,female,co-applicant,4,savings_insurance,40,none,own,1,skilled,1,yes,yes,1,2023,1
less_0,16,all_credits_paid_back,vacation,4126,500_to_1000,less_1,1,female,guarantor,3,real_estate,23,bank,own,1,unskilled,1,none,no,0,2023,4
greater_200,6,all_credits_paid_back,car_new,1683,less_100,1_to_4,3,female,none,1,car_other,45,none,own,2,skilled,2,yes,yes,0,2022,12
no_checking,28,prior_payments_delayed,car_used,10008,unknown,greater_7,4,male,co-applicant,5,unknown,50,none,free,4,skilled,2,yes,yes,1,2021,5
no_checking,13,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,3,male,none,5,real_estate,32,none,own,1,skilled,1,none,yes,0,2021,8
less_0,7,all_credits_paid_back,car_new,1367,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2021,8
0_to_200,21,credits_paid_to_date,car_used,250,500_to_1000,greater_7,3,male,co-applicant,4,real_estate,19,bank,rent,1,unemployed,1,none,yes,0,2024,2
no_checking,40,credits_paid_to_date,appliances,2646,100_to_500,4_to_7,4,female,none,5,savings_insurance,31,none,own,1,skilled,1,none,yes,0,2021,3
no_checking,15,credits_paid_to_date,retraining,4981,less_100,1_to_4,4,male,co-applicant,4,savings_insurance,22,none,own,1,skilled,1,yes,yes,1,2022,10
